2019-07-18 14:31:43.847714,40
2019-07-18 14:31:44.059115,37
2019-07-18 14:31:44.060116,36
2019-07-18 14:31:44.061115,26
2019-07-18 14:31:44.062115,20
2019-07-18 14:31:44.063113,39
2019-07-18 14:31:44.063113,25
2019-07-18 14:31:44.064113,28
2019-07-18 14:31:44.065112,26
2019-07-18 14:31:44.066110,40
2019-07-18 14:31:44.270346,38
2019-07-18 14:31:44.271345,31
2019-07-18 14:31:44.272345,37
2019-07-18 14:31:44.273343,34
2019-07-18 14:31:44.273343,25
2019-07-28 11:24:52.243943,33
2019-07-28 11:24:52.243943,23
2019-07-28 11:24:52.244942,30
2019-07-28 11:24:52.245940,26
2019-07-28 11:24:52.247940,30
2019-07-28 11:24:52.247940,32
2019-07-28 11:24:52.439318,31
2019-07-28 11:24:52.655163,32
2019-07-28 11:24:52.655163,35
2019-07-28 11:24:52.656163,37
2019-07-28 11:24:52.656163,37
2019-07-28 11:24:52.657161,36
2019-07-28 11:24:52.657161,30
2019-07-28 11:24:52.657161,39
2019-07-28 11:24:52.658161,39
2019-07-28 11:51:41.141509,29
2019-07-28 11:51:41.142512,24
2019-07-28 11:51:41.143512,23
2019-07-28 11:51:41.144508,39
2019-07-28 11:51:41.144508,29
2019-07-28 11:51:41.635360,20
2019-07-28 11:51:41.853234,21
2019-07-28 11:51:41.854232,20
2019-07-28 11:51:41.855231,23
2019-07-28 11:51:41.856231,39
2019-07-28 11:51:41.857230,30
2019-07-28 11:51:41.858230,33
2019-07-28 11:51:41.858230,21
2019-07-28 11:51:41.859229,26
2019-07-28 11:51:42.069571,22
2019-08-01 11:06:46.285956,36
2019-08-01 11:06:46.292951,24
2019-08-01 11:06:46.293950,31
2019-08-01 11:06:46.293950,32
2019-08-01 11:06:46.294950,30
2019-08-01 11:06:46.470250,23
2019-08-01 11:06:46.667673,25
2019-08-01 11:06:46.668680,34
2019-08-01 11:06:46.669680,21
2019-08-01 11:06:46.670679,28
2019-08-01 11:06:46.671676,32
2019-08-01 11:06:46.935952,33
2019-08-01 11:06:46.936947,26
2019-08-01 11:06:46.936947,30
2019-08-01 11:06:46.937951,23
2019-08-04 12:27:49.985894,38
2019-08-04 12:27:49.986893,22
2019-08-04 12:27:49.987893,28
2019-08-04 12:27:49.988892,36
2019-08-04 12:27:49.989891,39
2019-08-04 12:27:49.989891,32
2019-08-04 12:27:49.990891,25
2019-08-04 12:27:50.179746,35
2019-08-04 12:27:50.179746,38
2019-08-04 12:27:50.180744,39
2019-08-04 12:27:50.180744,33
2019-08-04 12:27:50.181744,37
2019-08-04 12:27:50.181744,36
2019-08-04 12:27:50.182742,31
2019-08-04 12:27:50.418044,40
